RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
816, R ,forward,52561,13320,17550,9085,8372,4234
1289, I ,terms,33516,13310,561,3533,3266,12846
817, N ,lawyer,50720,13300,5592,7132,15300,9396
1628, N ,poll,26079,13203,245,3581,7249,1801
515, R ,especially,82791,13176,9166,20002,15122,25325
1667, N ,thanks,32284,13153,8359,5502,3373,1897
625, N ,opportunity,67784,13143,3717,12947,13234,24743
551, N ,industry,77741,13138,1272,19796,25456,18079
646, J ,medical,65117,13018,4415,17294,15734,14656
393, I ,including,113737,13003,4284,27086,37122,32242
758, J ,ready,55154,12979,15868,12022,10205,4080
614, N ,brother,69335,12978,23731,13118,14386,5122
972, V ,mention,43285,12953,8144,6964,5754,9470
922, N ,statement,46304,12948,2458,6216,10181,14501
659, P ,anyone,63578,12889,19781,13166,12868,4874
847, R ,clearly,49140,12872,7013,7785,6412,15058
653, N ,fire,64322,12850,20573,11869,13550,5480
395, V ,appear,107943,12754,20211,23363,19718,31897
560, V ,cover,75887,12752,16525,21442,15383,9785
430, V ,suggest,99993,12745,8125,20767,13670,44686
916, P ,yourself,47332,12741,13499,14379,4667,2046
457, N ,rate,94277,12729,2409,22645,22607,33887
427, N ,effect,103101,12714,5512,20871,12130,51874
852, N ,song,49492,12708,8871,10496,10291,7126
525, N ,event,81845,12680,6463,16341,20270,26091
924, N ,charge,45569,12674,4871,8976,13528,5520
471, V ,pull,94325,12636,50709,15929,11864,3187
905, N ,radio,45845,12609,8853,8980,10765,4638
480, V ,explain,87244,12588,16318,23168,12441,22729
501, N ,building,84757,12577,18110,16648,24314,13108
749, V ,protect,54848,12577,6045,13212,10777,12237
662, P ,myself,65113,12565,28550,12573,7296,4129
663, N ,bank,70719,12559,8065,15675,23678,10742
665, N ,west,80822,12532,7902,17759,27160,15469
1064, N ,victim,40337,12428,3956,6990,9602,7361
423, J ,local,101060,12406,6383,22642,26947,32682
343, N ,door,134676,12389,87179,16434,14086,4588
945, N ,interview,46440,12362,2516,5461,13108,12993
738, N ,scene,55406,12354,12418,10231,12175,8228
1152, P ,nobody,37091,12354,12032,5306,6191,1208
601, V ,cause,69597,12347,8448,19820,12112,16870
673, N ,rest,61439,12334,17407,13693,10918,7087
1433, U ,hey,30050,12267,12530,2620,2383,250
1657, J ,iraqi,26431,12213,275,2829,8211,2903
735, V ,save,57226,12172,12073,15191,12360,5430
1179, N ,press,51138,12160,3495,11603,12619,11261
1129, J ,concerned,36792,12154,4001,5445,6894,8298
591, N ,attention,70560,12136,13719,13578,11582,19545
630, N ,choice,65321,12134,7055,16546,13367,16219
1101, N ,speech,38894,12129,3790,5669,6998,10308
572, N ,patient,79355,12121,4556,15558,11443,35677
360, J ,low,117672,12094,15807,30212,19140,40419
401, V ,serve,109839,12092,8262,32359,30447,26679
851, N ,truth,48995,12091,12020,8884,6186,9814
580, J ,personal,73291,12059,6348,16377,13984,24523
616, V ,realize,67516,11978,21617,14081,10597,9243
319, J ,social,146215,11964,4194,19903,16517,93637
503, J ,full,84247,11929,22567,19676,15862,14213
489, N ,road,87528,11927,22763,19068,26550,7220
487, V ,carry,85484,11920,23100,18989,16906,14569
881, V ,sound,49348,11897,18890,8991,6749,2821
447, I ,along,92016,11884,21813,23021,19048,16250
1409, J ,wonderful,29268,11884,5852,5391,4689,1452
626, N ,term,65194,11849,4044,11359,11714,26228
656, V ,involve,64076,11840,3744,11122,11777,25593
734, M ,seven,56577,11827,8714,11480,16693,7863
532, N ,site,83119,11780,3659,20829,20916,25935
573, N ,worker,76019,11735,3775,13710,22708,24091
826, N ,professor,52903,11734,5390,11328,12130,12321
340, V ,add,130070,11707,13818,46319,40756,17470
971, V ,worry,43834,11701,12354,8395,8810,2574
679, R ,quickly,61148,11696,17223,14319,10820,7090
861, R ,rather,50197,11651,9302,8341,5962,14941
790, V ,wonder,55428,11622,24996,8295,7418,3097
628, N ,letter,65459,11617,14584,12282,14445,12531
5026, N ,videotape,14462,11611,289,663,933,966
1113, N ,reform,40744,11604,306,5792,8418,14624
717, N ,concern,59719,11557,3503,9265,12260,23134
1343, N ,folk,31177,11539,5758,5520,5933,2427
422, V ,reach,99791,11537,34597,20398,17844,15415
815, N ,sex,51788,11520,6265,14068,7650,12285
739, M ,eight,55325,11510,8473,12170,15548,7624
240, N ,study,190388,11487,5183,31347,17707,124664
415, N ,college,108278,11477,8766,19635,31279,37121
1456, N ,voter,30323,11470,212,4499,11665,2477
571, N ,wall,91439,11469,35481,21448,15323,7718
733, N ,east,64887,11440,6326,12721,21375,13025
962, N ,evening,44324,11438,14621,8731,6883,2651
772, N ,meeting,54143,11412,6514,9095,15757,11365
912, J ,huge,46773,11410,10445,10922,10711,3285
688, V ,focus,63922,11357,4891,12361,10874,24439
518, V ,wear,85047,11316,35249,19712,13129,5641
884, J ,legal,48338,11290,2613,7542,12089,14804
1207, J ,sorry,37407,11268,21021,2473,2180,465
472, V ,return,88880,11220,23430,17795,23042,13393
465, N ,voice,98536,11202,55627,11271,10316,10120
373, V ,offer,115500,11191,13606,32827,30115,27761
677, V ,throw,62663,11183,22483,11387,14113,3497
1075, N ,audience,40439,11161,4139,6508,10193,8438
543, V ,eat,79512,11133,27053,23192,12205,5929
1038, N ,violence,41942,11127,2118,6200,10104,12393
633, N ,rule,65913,11118,5267,13290,14903,21335
1177, J ,nuclear,38742,11116,1046,6509,7851,12220
1620, J ,presidential,25798,11090,458,4093,6848,3309
586, V ,catch,73976,11007,30073,14347,13260,5289
538, N ,star,80007,10984,12302,27939,20803,7979
1168, R ,please,37129,10980,16979,4126,3393,1651
989, J ,middle,43573,10973,2945,6843,8850,13962
575, N ,test,75273,10964,4599,18133,12777,28800
1764, V ,ought,22637,10958,4366,2431,2159,2723
556, P ,itself,76255,10946,12681,16460,10950,25218
376, N ,education,126010,10945,2037,14458,19955,78615
1250, J ,soviet,37380,10945,905,6112,9184,10234
568, V ,describe,76859,10889,5634,13819,12369,34148
982, N ,trouble,42838,10874,11947,8657,8557,2803
650, N ,risk,66531,10868,2558,18259,10804,24042
1141, V ,hurt,37194,10846,12408,5507,6935,1498
1286, N ,prison,33091,10793,3916,4817,9862,3703
726, J ,dead,60042,10771,27653,8841,7750,5027
600, V ,choose,69407,10763,9750,18893,12917,17084
610, R ,soon,68369,10754,20423,16672,13027,7493
1314, N ,guest,32313,10734,6110,7095,6490,1884
431, N ,class,98580,10691,11913,15777,22239,37960
704, J ,fine,59891,10678,19640,14098,10676,4799
507, N ,society,87095,10670,3488,17158,13386,42393
1175, J ,involved,35713,10654,2078,5327,6951,10703
536, V ,base,81752,10651,2225,15006,17307,36563
680, J ,past,61544,10628,5469,14314,17630,13503
426, V ,remain,98934,10623,12688,22353,22911,30359
1004, N ,soldier,43641,10619,8855,8084,10333,5750
1151, N ,plane,36214,10585,6938,7808,7996,2887
781, R ,particularly,54165,10575,3901,10643,9256,19790
782, N ,amount,53863,10544,2919,15009,10464,14927
550, N ,cost,79471,10487,1817,20156,21624,25387
833, N ,authority,51662,10430,3132,6920,12998,18182
380, N ,foot,116290,10417,44926,32940,19265,8742
617, N ,period,69181,10388,3380,13522,11094,30797
805, N ,feeling,50683,10368,11814,10365,7256,10880
834, V ,miss,52940,10359,15750,9846,12931,4054
880, J ,close,47148,10311,10676,9694,9035,7432
587, N ,step,71987,10304,20550,16151,10548,14434
1647, R ,okay,28228,10286,15400,1963,314,265
1495, N ,tape,26497,10285,5178,4915,4081,2038
672, J ,private,66100,10279,6322,15151,16581,17767
695, V ,push,61256,10253,22251,12417,11670,4665
1067, N ,threat,40232,10238,2894,6901,8133,12066
1125, N ,opinion,37318,10237,3403,5255,6998,11425
497, V ,receive,86999,10188,6526,18465,22249,29571
595, N ,organization,72753,10176,1305,13688,16340,31244
632, J ,single,65169,10175,10366,17335,11596,15697
590, N ,type,73550,10169,4932,16900,9321,32228
1165, N ,conversation,36979,10157,9847,6165,5796,5014
775, N ,disease,55857,10155,2551,18812,8010,16329
827, N ,operation,50802,10152,3055,9987,13783,13825
1030, N ,cancer,43388,10134,2140,17010,8904,5200
2252, U ,hello,17783,10117,6054,845,649,118
774, V ,prepare,53253,10114,7473,12523,11266,11877
1059, J ,safe,39922,10043,8279,9258,7164,5178
627, J ,short,65694,10013,15798,16074,12205,11604
993, J ,beautiful,43720,10011,15737,9442,5553,2977
584, M ,third,72864,10010,9646,13850,20353,19005
751, V ,lie,55312,9982,19601,11849,6446,7434
1002, N ,magazine,42662,9965,5545,12510,10122,4520
477, R ,less,89409,9961,10293,24452,15744,28959
838, V ,act,49207,9950,7402,10132,9324,12399
1821, N ,governor,28242,9942,1647,4043,9818,2792
292, V ,include,145280,9912,3980,33169,38431,59788
765, N ,pressure,54792,9873,4121,13733,10868,16197
530, N ,center,132050,9867,11837,35876,47303,27167
1086, N ,majority,40198,9867,682,6560,8676,14413
362, N ,research,126662,9832,3183,24160,17091,72396
1804, J ,correct,22244,9830,2070,2932,1963,5449
545, V ,teach,78952,9796,10812,15017,13423,29904
786, N ,character,54265,9789,5467,9789,11692,17528
873, V ,forget,49137,9762,19569,9101,7005,3700
5089, N ,caller,12622,9717,1001,749,993,162
842, N ,station,50104,9702,11930,8305,14953,5214
1208, N ,crisis,36835,9693,1360,6704,8478,10600
478, I ,according,91191,9681,3814,23306,28033,26357
900, N ,expert,47922,9672,2145,12856,14909,8340
1246, J ,supposed,33689,9610,10559,5229,5541,2750
855, V ,check,50218,9588,15191,13556,8207,3676
692, N ,blood,60825,9549,20466,15693,7227,7890
766, V ,accept,53565,9522,7796,10267,10977,15003
1376, N ,chairman,31698,9489,917,5373,13462,2457
1186, N ,argument,36097,9482,3089,5087,4825,13614
1051, J ,civil,40643,9448,1650,7095,9522,12928
761, N ,list,55328,9445,5727,14472,15511,10173
961, V ,treat,43392,9441,4527,11151,7932,10341
753, N ,dog,57135,9424,22777,12533,9177,3224
589, N ,computer,71358,9419,8954,23383,16462,13140
944, V ,fly,44361,9397,14044,9708,8928,2284
1202, N ,beginning,34332,9397,4526,6143,5295,8971
921, V ,respond,45600,9395,5814,8353,7952,14086
1614, N ,mom,42329,9366,16493,10093,5870,507
1121, V ,release,37764,9355,4762,8278,10564,4805
1489, J ,fair,30013,9343,4752,5115,6741,4062
378, C ,although,115282,9326,12388,24490,19276,49802
1199, N ,insurance,37450,9305,1898,10275,11655,4317
1000, V ,sign,42998,9304,5127,8676,15164,4727
1623, J ,supreme,25863,9301,690,3443,6154,6275
910, V ,imagine,47269,9283,17877,9062,5366,5681
949, J ,particular,45231,9260,4110,7466,3927,20468
439, N ,field,99988,9236,14924,21721,24643,29464
824, N ,sister,52658,9216,21924,9722,8501,3295
1434, N ,mistake,28336,9211,5357,5457,5534,2777
1278, J ,willing,32164,9172,3907,6369,6936,5780
513, N ,player,88057,9152,4266,18462,48218,7959
615, N ,energy,70935,9143,5054,21745,13467,21526
519, N ,paper,81183,9135,22022,18676,13130,18220
521, N ,space,82031,9121,14622,22485,16379,19424
700, N ,store,60893,9102,11652,17031,19562,3546
1060, N ,agreement,40342,9075,2028,4357,9087,15795
1068, N ,responsibility,39790,9073,2655,6708,6991,14363
1522, N ,lady,38224,9047,15937,5300,5827,2113
875, V ,claim,47752,9034,5564,10620,10127,12407
867, V ,prove,47800,9020,6383,12404,9945,10048
848, V ,discuss,48000,9004,4524,6523,8618,19331
869, J ,entire,47854,8980,8569,12031,7879,10395
284, R ,however,151837,8961,9761,33776,21772,77567
684, N ,order,60564,8961,9438,11721,10923,19521
711, V ,share,59036,8923,8427,15158,11385,15143
619, N ,summer,68945,8912,14333,19487,19334,6879
569, N ,product,75627,8904,1828,26414,16604,21877
499, N ,value,88902,8891,2689,19411,15226,42685
740, N ,stock,57330,8870,2545,19694,21673,4548
1421, N ,intelligence,29821,8842,2458,5706,5921,6894
2136, N ,prosecutor,18696,8839,607,1590,6288,1372
599, R ,nearly,70781,8837,12420,19482,19736,10306
371, N ,teacher,126709,8830,8148,10773,16338,82620
699, R ,recently,60615,8799,3752,17124,18943,11997
1398, V ,commit,29114,8779,2414,5066,6623,6232
694, N ,agency,61661,8765,2060,11751,20122,18963
800, N ,trade,52781,8746,2343,9669,13743,18280
966, N ,conference,44472,8734,2664,7311,14359,11404
896, N ,cell,48804,8723,7122,16870,5319,10770
1411, R ,apparently,28680,8677,5853,4416,4980,4754
888, J ,final,47108,8675,6323,8286,11467,12357
1078, V ,figure,39548,8669,11517,8353,7080,3929
648, N ,church,88266,8667,10864,25063,22344,21328
1367, N ,comment,30339,8662,2575,3944,6781,8377
597, N ,source,71992,8661,3341,16705,14254,29031
760, N ,thought,55123,8634,21436,8012,5315,11726
849, R ,indeed,49253,8630,6218,10616,5920,17869
965, I ,inside,44424,8619,16638,8757,6875,3535
1126, N ,credit,37993,8618,2898,8882,12216,5379
741, N ,career,56915,8563,3729,13384,19673,11566
1012, N ,marriage,42001,8560,6785,10026,7552,9078
810, I ,outside,50503,8527,10766,9782,10936,10492
629, N ,condition,68912,8525,4130,14401,9680,32176
1980, N ,witness,20334,8518,2547,2354,4099,2816
690, V ,drop,61113,8495,21478,13327,12697,5116
718, N ,series,59086,8491,4054,13677,20013,12851
567, J ,recent,76624,8480,2987,17949,25079,22129
964, V ,affect,45056,8477,1895,8434,6914,19336
585, N ,technology,76192,8457,2066,20555,14911,30203
830, N ,stage,50213,8432,6558,9827,10219,15177
784, N ,staff,54920,8419,3996,9897,18737,13871
491, N ,arm,91327,8417,49778,15785,9603,7744
1096, N ,mission,38949,8416,4070,8726,8267,9470
624, J ,likely,68503,8392,4195,16583,12433,26900
2001, R ,definitely,20285,8386,3282,3602,3876,1139
8728, N ,announcer,10134,8375,759,310,620,70
346, N ,art,127523,8373,8600,35609,31159,43782
1502, N ,actor,28686,8336,2089,5361,8042,4858
1201, N ,battle,35113,8283,4688,8863,8760,4519
678, N ,top,63840,8225,14083,22627,14334,4571
2072, J ,guilty,19008,8211,2860,2531,3948,1458
1464, J ,united,27965,8192,659,3979,9652,5483
1085, N ,citizen,39460,8183,2380,6250,10938,11709
484, V ,develop,90914,8167,3316,21214,13706,44511
1747, V ,appreciate,22921,8167,3564,4450,3268,3472
685, N ,author,64403,8162,4095,21669,9444,21033
763, J ,simple,54887,8144,8573,17828,8968,11374
778, V ,argue,54947,8141,4754,9364,9771,22917
1413, N ,reaction,28995,8086,3346,5365,3750,8448
2463, N ,gentleman,15552,8083,4330,1296,984,859
1170, R ,completely,35605,8070,8007,8559,5059,5910
713, J ,poor,57962,8055,10091,12257,12380,15179
1308, N ,leadership,33290,8032,360,4921,6896,13081
446, V ,require,96535,8030,4657,22937,19120,41791
986, N ,fear,42403,8015,10035,8272,7612,8469
853, N ,example,51042,8009,1800,10289,7150,23794
687, V ,represent,63269,7997,2309,10068,13223,29672
722, N ,language,60966,7997,7252,8224,8040,29453
542, V ,produce,79127,7976,4462,23585,14699,28405
1486, N ,justice,43131,7954,3200,6883,11536,13558
1042, N ,discussion,42851,7944,2159,4445,5597,22706
1091, J ,senior,40654,7920,2362,7880,16845,5647
3802, N ,health-care,40476,7920,172,9000,8116,15268
721, J ,hot,59504,7918,16516,19730,12360,2980
804, J ,general,67115,7907,3639,11407,16731,27431
1037, V ,beat,41625,7897,8963,9738,13493,1534
1348, N ,border,31025,7894,2431,6211,7846,6643
1404, J ,afraid,29810,7893,12699,4174,3720,1324
728, N ,animal,57309,7890,11841,17058,7883,12637
998, N ,detail,42777,7873,6165,11868,7796,9075
725, N ,response,61127,7871,4738,8767,6985,32766
1090, V ,admit,37772,7834,8092,8753,8128,4965
1164, V ,announce,36068,7812,5083,6762,12154,4257
808, V ,fail,51921,7810,6485,10858,12986,13782
883, N ,network,49261,7799,1760,12477,15387,11838
707, N ,movement,60998,7796,6005,12872,9252,25073
1717, N ,male,29052,7758,1895,4608,2144,12647
1062, N ,capital,40337,7755,1820,8351,11760,10651
1719, N ,hearing,23149,7734,1492,3176,5891,4856
1673, J ,prime,24178,7733,1405,4431,6989,3620
806, N ,standard,53927,7730,1567,10064,10231,24335
1056, V ,wish,40770,7722,15824,5777,4927,6520
813, N ,benefit,52926,7712,1738,13716,11745,18015
828, J ,financial,53377,7711,1276,12311,18765,13314
539, N ,table,134109,7683,39276,23451,11509,52190
3224, V ,host,16380,7683,470,2350,4609,1268
745, N ,treatment,58332,7676,1974,14015,8620,26047
1553, P ,lots,25771,7666,4209,6676,5938,1282
1021, N ,agent,41530,7665,6293,7784,12519,7269
893, N ,card,47457,7663,10533,11422,12313,5526
746, I ,beyond,54933,7647,11170,11585,9044,15487
1054, N ,shot,40480,7628,9876,10603,10529,1844
1307, J ,quick,31817,7587,8760,7637,5525,2308
667, N ,board,62929,7577,6338,13769,23761,11484
592, V ,draw,70384,7567,18698,15323,13262,15534
1033, N ,reality,41915,7539,4020,8996,6826,14534
1397, R ,anyway,30557,7536,14898,4011,3145,967
2120, N ,sir,26803,7535,14777,1968,1386,1137
566, N ,land,77538,7526,12406,17196,16628,23782
11858, N ,pat,16513,7513,2040,2278,4190,492
534, N ,project,84065,7472,4625,17672,22725,31571
756, V ,occur,56157,7460,5093,10998,6380,26226
1461, J ,dangerous,27358,7459,5169,5753,5073,3904
464, N ,light,93877,7456,43422,22669,10831,9499
555, N ,image,78313,7422,10389,21803,10469,28230
605, N ,century,70434,7383,5303,19458,11173,27117
708, N ,page,66258,7376,9726,25498,13417,10241
777, N ,success,54800,7371,2893,13243,12851,18442
1284, J ,interested,31327,7360,5298,5928,6117,6624
1155, M ,nine,36081,7359,5870,7487,10461,4904
920, N ,impact,47996,7355,1771,9561,8054,21255
882, V ,enjoy,47970,7351,8977,14282,10140,7220
